Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
3.5,52,Yes,8,7,36
3.5,66,Yes,8,1,51
9.5,59,No,6,8,51
4.5,72,Yes,7,1,55
4.5,81,No,4,2,60
7.5,71,Yes,5,1,61
2.5,47,Yes,7,4,26
8.5,95,No,8,2,95
6.5,68,No,4,1,54
3.5,79,Yes,6,1,60
9.5,58,No,9,2,54
5.5,45,Yes,6,6,30
8.5,83,No,4,2,74
7.5,99,No,4,2,88
8.5,78,No,8,8,73
7.5,87,No,9,5,83
3.5,80,No,8,8,61
2.5,60,No,5,8,39
7.5,96,No,9,2,90
3.5,61,Yes,9,7,46
3.5,81,No,5,9,58
2.5,49,Yes,6,8,28
4.5,49,No,4,9,32
8.5,91,Yes,6,8,87
1.5,68,No,8,4,46
1.5,55,No,7,10,31
5.5,40,Yes,8,7,29
5.5,56,No,7,9,44
1.5,69,No,4,9,44
6.5,65,No,4,4,53
1.5,92,No,9,7,69
5.5,85,No,4,6,74
9.5,58,Yes,5,3,57
5.5,92,No,5,10,79
6.5,60,Yes,7,6,50
8.5,56,Yes,6,8,53
1.5,85,Yes,9,2,63
2.5,79,Yes,6,3,60
9.5,60,Yes,7,8,61
3.5,92,Yes,5,4,72
6.5,80,Yes,8,4,69
5.5,79,Yes,9,2,69
2.5,84,No,7,10,64
7.5,88,Yes,6,1,78
4.5,58,No,7,7,44
1.5,99,Yes,7,4,78
4.5,46,Yes,4,6,29
6.5,56,No,5,8,48
7.5,40,Yes,9,7,35
7.5,76,No,4,7,65
7.5,96,Yes,5,6,89
3.5,45,No,7,4,22
6.5,65,No,5,4,54
8.5,41,Yes,6,9,35
4.5,98,Yes,9,5,84
8.5,71,Yes,4,9,68
2.5,96,Yes,9,9,76
9.5,87,No,7,4,89
9.5,93,No,6,2,88
8.5,44,No,5,2,33
1.5,76,No,5,9,51
2.5,70,No,6,9,51
6.5,51,No,5,3,39
5.5,74,No,4,5,58
9.5,69,Yes,8,5,65
5.5,87,Yes,5,2,72
2.5,45,Yes,7,2,20
4.5,54,Yes,5,10,39
9.5,54,Yes,9,1,53
1.5,55,Yes,7,2,28
1.5,59,Yes,5,7,33
7.5,52,Yes,5,1,46
3.5,83,No,7,1,62
2.5,81,Yes,4,9,58
9.5,85,Yes,8,2,84
3.5,70,Yes,8,4,49
2.5,73,No,4,3,51
8.5,68,Yes,5,4,62
6.5,42,No,8,7,30
6.5,48,No,4,10,38
7.5,50,Yes,4,2,40
7.5,50,No,8,2,40
6.5,64,Yes,7,9,55
4.5,61,Yes,6,6,47
9.5,81,Yes,7,7,79
6.5,97,No,5,5,84
4.5,85,Yes,7,5,65
3.5,48,Yes,9,4,27
4.5,59,Yes,6,8,42
3.5,98,No,6,7,77
2.5,60,No,4,10,36
5.5,49,No,9,2,40
2.5,61,No,5,2,40
6.5,68,Yes,4,6,55
3.5,48,Yes,7,1,29
6.5,44,No,7,7,31
9.5,79,Yes,8,8,82
1.5,50,No,4,10,25
6.5,40,Yes,9,8,33
9.5,92,Yes,4,3,88
4.5,81,No,4,7,67
2.5,40,No,4,1,14
4.5,97,Yes,6,3,77
1.5,93,No,8,6,69
3.5,78,Yes,5,9,58
9.5,99,Yes,5,5,99
5.5,85,Yes,5,5,70
6.5,44,Yes,6,9,35
3.5,88,No,8,9,69
5.5,61,Yes,9,6,48
8.5,65,Yes,8,5,61
6.5,92,Yes,6,10,84
4.5,45,No,9,2,26
2.5,71,Yes,4,8,51
9.5,87,No,7,8,88
1.5,50,No,4,7,23
1.5,49,No,5,8,23
4.5,86,No,4,3,63
7.5,78,No,6,3,73
1.5,94,No,5,2,67
9.5,73,No,7,1,72
4.5,70,Yes,9,3,54
3.5,51,Yes,9,3,33
1.5,90,No,5,7,66
4.5,83,No,4,10,66
9.5,55,No,8,9,51
6.5,77,Yes,8,1,67
6.5,42,No,9,8,30
1.5,41,Yes,8,1,14
2.5,91,Yes,5,3,67
6.5,44,No,8,4,33
2.5,50,Yes,6,8,27
3.5,97,No,9,1,76
4.5,64,No,7,2,47
5.5,74,No,8,5,63
9.5,74,Yes,6,6,70
4.5,61,No,6,5,44
9.5,76,Yes,5,3,75
3.5,61,No,9,10,44
8.5,94,No,5,7,87
1.5,50,No,7,1,25
9.5,71,No,7,2,68
9.5,74,No,4,9,72
2.5,70,Yes,7,4,49
4.5,84,No,9,8,65
8.5,92,No,9,9,89
7.5,47,No,5,7,40
1.5,59,Yes,6,1,36
5.5,81,No,4,5,68
7.5,73,No,7,6,66
4.5,43,No,6,8,28
1.5,57,No,5,10,33
9.5,90,Yes,8,8,90
5.5,43,No,4,9,31
2.5,59,Yes,9,9,38
8.5,97,Yes,6,4,92
2.5,48,Yes,5,6,27
3.5,55,Yes,5,3,33
1.5,65,No,4,1,35
2.5,77,No,4,6,52
7.5,64,Yes,7,1,57
2.5,43,Yes,7,9,27
6.5,80,Yes,9,6,74
3.5,98,No,9,1,81
4.5,84,Yes,4,3,70
8.5,80,Yes,4,1,74
3.5,77,Yes,6,2,56
6.5,92,Yes,7,6,83
1.5,58,Yes,5,7,33
7.5,53,No,7,1,42
8.5,60,Yes,7,10,56
8.5,54,No,4,5,44
3.5,42,No,4,6,21
1.5,76,No,7,4,51
9.5,92,No,8,6,91
6.5,89,No,8,5,83
9.5,85,Yes,9,7,86
7.5,55,No,7,4,50
1.5,53,No,8,1,25
1.5,48,Yes,9,2,26
6.5,86,No,9,6,77
5.5,46,Yes,7,10,34
9.5,53,Yes,9,2,49
2.5,45,Yes,4,5,22
8.5,60,Yes,4,4,59
5.5,54,Yes,4,7,41
2.5,91,No,5,4,68
6.5,47,Yes,4,7,36
8.5,73,Yes,4,8,69
4.5,79,No,7,7,67
2.5,40,No,8,2,17
5.5,71,No,8,1,58
2.5,97,No,4,5,74
2.5,88,Yes,4,7,65
6.5,90,No,4,1,78
9.5,44,Yes,9,8,47
4.5,69,No,7,3,51
6.5,61,No,7,7,51
7.5,59,No,7,3,52
6.5,55,No,8,4,44
8.5,46,No,5,8,41
4.5,46,Yes,8,2,31
1.5,89,Yes,7,6,64
7.5,89,Yes,6,10,83
3.5,41,No,5,9,21
6.5,86,Yes,4,10,74
2.5,53,No,9,9,33
9.5,70,No,8,5,68
1.5,89,Yes,9,3,70
6.5,80,Yes,5,6,68
6.5,53,No,6,9,45
5.5,44,No,5,6,30
5.5,50,Yes,8,4,39
1.5,79,No,7,5,53
5.5,44,Yes,4,7,26
2.5,68,Yes,7,10,47
7.5,50,No,7,3,43
3.5,44,No,8,9,25
4.5,88,No,7,1,71
3.5,93,No,7,8,79
3.5,71,Yes,8,5,52
4.5,75,No,8,10,62
5.5,54,Yes,6,9,39
1.5,58,Yes,7,2,35
4.5,61,No,5,1,43
8.5,73,Yes,4,10,69
7.5,95,No,9,7,88
9.5,56,No,4,10,54
5.5,51,Yes,8,9,40
4.5,64,Yes,9,5,46
8.5,95,Yes,8,4,90
9.5,56,No,6,4,54
7.5,49,No,7,8,40
7.5,67,Yes,8,1,60
5.5,96,No,8,1,82
4.5,57,No,4,8,41
1.5,90,Yes,7,2,65
7.5,57,No,6,10,54
1.5,84,Yes,8,6,57
1.5,71,Yes,8,2,45
5.5,53,Yes,8,5,42
9.5,95,No,4,3,92
6.5,55,Yes,8,7,47
3.5,89,Yes,8,9,66
3.5,97,Yes,4,2,77
7.5,57,Yes,8,7,51
6.5,55,No,7,8,46
9.5,56,Yes,7,10,56
6.5,46,No,4,8,34
5.5,51,Yes,7,7,38
7.5,73,No,9,4,64
1.5,49,No,9,4,25
7.5,44,No,9,10,38
3.5,60,No,6,9,40
9.5,42,Yes,8,10,42
6.5,58,Yes,6,9,47
9.5,84,No,7,5,79
5.5,83,No,4,7,70
7.5,74,No,9,7,72
4.5,45,Yes,4,9,29
7.5,53,No,6,7,46
1.5,43,No,7,8,21
7.5,84,Yes,8,7,82
8.5,90,Yes,7,4,86
5.5,57,Yes,9,2,43
2.5,68,Yes,7,3,47
5.5,74,Yes,4,7,61
6.5,91,Yes,5,9,83
2.5,77,No,9,2,56
6.5,55,No,8,7,45
6.5,59,Yes,9,4,48
1.5,63,No,9,7,42
1.5,74,Yes,8,5,49
3.5,83,No,9,7,63
3.5,90,Yes,4,6,65
4.5,58,Yes,7,2,41
2.5,95,No,4,7,71
9.5,43,No,7,5,40
7.5,72,Yes,5,9,64
7.5,41,Yes,9,1,33
6.5,52,Yes,5,1,38
3.5,97,Yes,6,2,76
6.5,84,Yes,7,8,73
8.5,69,Yes,4,9,64
8.5,73,No,4,7,65
9.5,69,No,9,1,70
1.5,90,No,4,7,64
1.5,93,No,6,8,66
3.5,63,No,8,7,45
3.5,87,Yes,4,5,66
8.5,83,Yes,9,7,82
1.5,72,No,5,10,46
2.5,80,Yes,4,2,60
2.5,88,No,4,9,68
3.5,49,No,4,2,35
6.5,57,Yes,9,2,47
1.5,58,Yes,8,5,36
2.5,46,No,4,8,23
1.5,96,No,8,6,73
5.5,58,No,8,9,48
7.5,63,No,6,6,56
8.5,54,Yes,5,5,48
1.5,80,No,4,1,56
7.5,81,Yes,4,8,75
5.5,62,No,4,3,50
1.5,91,No,8,2,69
3.5,91,Yes,7,7,73
7.5,43,Yes,5,2,33
1.5,77,Yes,9,1,52
7.5,43,Yes,4,2,35
5.5,44,Yes,7,6,34
1.5,80,No,7,2,57
1.5,83,No,7,1,55
1.5,62,No,5,1,34
9.5,79,Yes,7,4,79
3.5,92,Yes,9,8,78
5.5,76,Yes,4,6,63
9.5,50,No,9,4,52
6.5,94,Yes,4,6,79
9.5,50,No,6,6,47
8.5,52,No,8,9,51
8.5,53,No,7,4,48
1.5,99,Yes,9,6,75
9.5,47,No,8,10,48
6.5,64,No,8,1,53
9.5,57,No,8,7,55
3.5,90,Yes,8,7,70
3.5,83,No,8,1,65
6.5,83,Yes,4,8,70
9.5,57,Yes,5,5,59
7.5,49,No,7,9,38
3.5,46,No,7,8,27
3.5,99,Yes,4,3,81
2.5,89,No,9,1,65
9.5,83,Yes,4,3,79
3.5,53,Yes,8,2,36
5.5,54,Yes,5,2,37
9.5,55,No,7,4,56
8.5,41,Yes,9,2,37
2.5,69,Yes,6,8,47
3.5,69,No,4,5,52
2.5,57,No,6,1,31
8.5,70,Yes,7,6,69
6.5,83,Yes,4,7,70
6.5,87,Yes,7,1,79
9.5,52,No,4,3,52
8.5,59,Yes,9,9,56
4.5,88,Yes,7,7,73
4.5,89,No,6,4,72
9.5,74,No,5,6,70
1.5,62,Yes,9,6,39
2.5,81,No,9,3,62
2.5,72,Yes,4,2,50
6.5,77,Yes,6,5,68
4.5,74,No,7,8,57
3.5,90,Yes,6,3,69
3.5,75,Yes,9,5,61
3.5,59,No,4,3,35
6.5,94,Yes,6,7,84
8.5,42,No,7,6,38
7.5,47,Yes,8,6,43
4.5,79,No,9,1,63
4.5,98,No,5,2,81
2.5,71,No,5,6,47
1.5,68,No,9,8,48
9.5,46,No,8,5,47
2.5,41,No,4,2,14
8.5,60,Yes,6,5,56
9.5,45,Yes,6,9,43
4.5,67,No,8,6,52
8.5,87,Yes,8,5,82
9.5,81,No,7,10,76
5.5,75,No,7,6,60
7.5,71,Yes,5,9,63
4.5,84,No,4,7,66
1.5,81,Yes,4,10,52
3.5,92,No,8,3,74
5.5,85,No,5,10,69
3.5,48,Yes,5,10,29
7.5,50,No,7,5,40
9.5,62,No,6,4,56
6.5,89,No,4,5,77
1.5,50,Yes,5,8,25
7.5,88,Yes,7,6,82
3.5,41,Yes,7,4,25
5.5,42,Yes,7,5,30
4.5,50,Yes,6,7,38
5.5,89,No,5,8,75
5.5,98,Yes,8,5,85
6.5,74,Yes,8,2,65
6.5,97,No,7,6,91
8.5,54,No,7,9,47
8.5,82,Yes,6,3,80
9.5,50,No,7,7,49
8.5,70,No,9,8,66
2.5,67,No,5,6,47
1.5,67,Yes,7,3,40
2.5,71,No,7,1,50
2.5,64,No,5,3,40
3.5,59,Yes,4,6,41
7.5,67,No,9,4,61
2.5,64,No,9,1,44
1.5,50,Yes,8,6,26
6.5,58,Yes,7,1,46
9.5,67,Yes,5,8,65
3.5,40,No,8,3,21
6.5,98,Yes,6,3,88
3.5,44,Yes,4,1,24
1.5,49,No,7,3,24
5.5,81,No,4,7,68
4.5,85,No,7,10,75
7.5,73,No,7,8,65
6.5,75,No,7,8,67
7.5,41,Yes,4,3,30
5.5,57,Yes,9,5,43
4.5,52,Yes,6,1,38
7.5,90,No,9,9,83
7.5,44,Yes,5,8,36
6.5,59,No,5,10,47
8.5,41,No,9,2,41
4.5,50,Yes,6,10,35
5.5,69,Yes,6,1,53
4.5,71,No,7,4,53
1.5,71,No,7,9,51
8.5,97,Yes,5,8,92
1.5,89,Yes,7,3,65
5.5,77,No,7,10,68
6.5,94,No,6,6,86
6.5,67,No,4,9,54
5.5,49,No,9,10,36
3.5,61,Yes,8,8,42
5.5,94,Yes,8,10,82
8.5,56,No,7,5,53
2.5,61,No,7,9,40
6.5,82,Yes,9,9,73
9.5,58,No,8,3,56
8.5,56,No,6,8,50
8.5,63,No,8,4,61
8.5,75,No,8,10,70
7.5,71,No,8,7,64
8.5,97,No,7,10,95
6.5,95,Yes,7,8,87
2.5,97,No,9,7,76
2.5,85,Yes,8,5,67
8.5,98,Yes,7,1,98
1.5,91,Yes,9,8,72
6.5,75,No,8,5,60
6.5,67,No,6,3,55
4.5,53,No,7,2,35
3.5,97,Yes,4,3,78
3.5,75,Yes,9,9,61
1.5,45,No,7,2,17
3.5,48,No,6,10,31
4.5,60,Yes,6,1,43
5.5,51,Yes,7,2,37
3.5,97,Yes,5,2,78
6.5,69,No,9,5,59
5.5,70,Yes,8,1,59
3.5,79,Yes,8,10,61
6.5,95,Yes,6,8,88
6.5,43,No,7,2,31
8.5,70,No,5,6,60
2.5,66,No,9,5,43
1.5,97,Yes,4,2,71
4.5,96,Yes,8,10,83
7.5,64,Yes,9,1,57
3.5,44,Yes,9,6,25
3.5,45,No,5,6,28
5.5,44,Yes,9,3,34
5.5,90,Yes,8,8,76
3.5,66,No,7,9,46
9.5,47,Yes,8,3,46
4.5,48,Yes,4,9,31
3.5,54,Yes,7,8,30
2.5,75,No,6,5,51
9.5,96,Yes,5,6,96
4.5,80,No,8,1,64
3.5,46,Yes,7,5,25
7.5,71,No,9,10,64
8.5,47,No,7,10,42
2.5,86,No,8,7,70
7.5,90,Yes,6,1,82
5.5,54,Yes,8,10,41
5.5,76,No,6,9,67
3.5,58,No,9,7,41
5.5,78,Yes,8,4,64
2.5,45,No,7,4,22
4.5,98,Yes,4,10,82
6.5,58,Yes,4,7,48
1.5,96,No,9,6,70
4.5,67,No,7,3,48
6.5,56,Yes,4,9,45
9.5,81,Yes,9,6,79
2.5,58,Yes,6,2,37
7.5,70,No,7,10,61
6.5,50,Yes,6,2,44
2.5,54,No,7,1,31
8.5,49,No,6,5,44
7.5,82,Yes,6,10,76
5.5,62,No,4,6,47
5.5,42,No,7,3,30
7.5,42,No,8,4,34
9.5,57,No,4,5,52
9.5,64,Yes,6,4,59
9.5,82,Yes,6,9,82
6.5,59,No,8,3,50
6.5,97,No,8,5,85
3.5,68,No,6,7,48
1.5,61,No,8,7,39
7.5,89,No,5,6,79
4.5,96,Yes,4,9,78
1.5,54,Yes,7,7,30
8.5,78,Yes,8,4,77
6.5,49,Yes,8,10,42
6.5,60,No,5,9,52
2.5,94,No,7,6,71
1.5,91,Yes,5,1,64
2.5,68,Yes,7,9,47
4.5,71,Yes,4,7,54
2.5,49,No,8,6,26
1.5,52,No,4,6,27
7.5,86,No,7,4,75
8.5,62,Yes,8,4,58
6.5,89,Yes,5,3,81
4.5,62,No,6,8,46
6.5,70,No,5,8,57
3.5,43,No,6,2,20
8.5,91,Yes,5,5,87
2.5,88,No,7,9,71
5.5,99,No,4,9,86
1.5,42,Yes,6,7,17
6.5,60,No,7,4,48
2.5,92,No,4,4,66
4.5,41,No,4,10,24
6.5,43,No,8,7,30
8.5,40,Yes,8,3,37
8.5,54,No,8,3,50
6.5,96,Yes,6,5,86
4.5,72,No,6,6,57
8.5,45,Yes,4,8,40
8.5,46,No,6,1,41
1.5,58,No,4,7,34
4.5,83,Yes,7,8,68
4.5,40,No,5,5,20
7.5,78,No,4,10,75
7.5,58,Yes,4,2,48
8.5,84,No,7,4,78
5.5,65,No,8,6,53
7.5,83,No,9,9,77
8.5,51,No,8,2,43
9.5,61,No,8,4,57
3.5,52,Yes,4,10,31
3.5,67,Yes,4,5,48
4.5,53,No,6,8,35
5.5,61,No,6,8,49
1.5,69,Yes,5,2,43
7.5,83,Yes,5,6,75
9.5,59,Yes,9,6,59
8.5,83,Yes,6,5,76
5.5,66,Yes,4,8,55
4.5,77,Yes,7,10,63
7.5,98,No,6,2,89
5.5,81,No,4,2,65
7.5,91,No,6,7,82
1.5,95,No,8,9,70
1.5,80,No,6,3,52
3.5,73,Yes,9,7,53
2.5,78,Yes,8,3,59
2.5,80,Yes,4,6,56
7.5,96,Yes,8,3,87
2.5,83,Yes,6,1,63
4.5,76,Yes,8,6,61
2.5,40,No,9,3,16
6.5,93,No,7,1,83
8.5,54,Yes,8,5,53
4.5,71,No,9,8,58
5.5,47,Yes,8,8,35
4.5,72,No,5,8,56
3.5,57,Yes,7,3,40
5.5,84,Yes,4,8,74
9.5,68,No,9,4,65
8.5,71,Yes,8,8,68
8.5,72,No,7,3,68
8.5,44,No,4,3,37
8.5,57,Yes,7,1,53
7.5,87,Yes,9,8,86
8.5,97,Yes,5,8,92
8.5,49,No,9,9,43
8.5,75,No,9,6,75
7.5,72,Yes,4,2,66
1.5,62,Yes,4,1,37
4.5,79,Yes,8,8,64
4.5,44,Yes,6,10,30
5.5,73,Yes,9,4,61
6.5,63,Yes,4,7,51
4.5,56,Yes,9,10,41
2.5,70,No,9,4,49
6.5,46,No,4,1,34
8.5,56,Yes,5,8,52
8.5,67,Yes,5,10,65
7.5,77,No,9,9,71
6.5,61,Yes,5,10,50
2.5,54,No,9,9,34
7.5,76,No,8,9,70
5.5,54,Yes,4,4,42
6.5,89,No,9,9,80
8.5,89,No,5,4,82
8.5,64,Yes,5,2,58
3.5,92,Yes,7,10,74
7.5,60,No,7,3,50
1.5,94,Yes,5,2,65
1.5,77,No,8,1,50
7.5,41,No,6,6,32
9.5,66,No,9,4,62
7.5,88,No,7,7,82
5.5,71,No,9,7,60
8.5,60,No,7,10,55
2.5,43,Yes,4,1,19
9.5,83,Yes,4,9,81
6.5,58,Yes,5,8,44
9.5,41,Yes,4,10,40
2.5,65,No,4,1,40
3.5,73,No,6,8,52
8.5,53,No,8,5,50
1.5,54,No,5,1,28
7.5,59,No,6,4,52
7.5,73,Yes,5,7,65
1.5,75,Yes,8,5,52
9.5,58,Yes,5,3,57
8.5,48,No,9,4,47
4.5,46,No,9,2,29
5.5,69,Yes,9,8,58
2.5,52,No,4,2,29
9.5,66,No,8,6,66
6.5,83,Yes,6,7,72
3.5,74,No,6,7,55
7.5,52,Yes,7,1,45
9.5,54,Yes,6,8,53
3.5,85,Yes,9,9,72
2.5,95,Yes,9,7,75
7.5,48,No,7,8,39
7.5,84,No,4,4,76
4.5,62,No,6,8,44
9.5,93,Yes,8,3,91
8.5,75,No,7,1,70
1.5,92,Yes,6,8,68
1.5,79,No,4,6,53
5.5,42,No,8,9,28
6.5,73,Yes,8,3,64
3.5,58,No,4,8,42
9.5,67,Yes,6,9,68
6.5,62,Yes,5,9,48
4.5,79,No,6,7,62
7.5,88,No,7,10,83
8.5,84,No,7,3,76
9.5,46,No,6,3,38
6.5,80,Yes,9,2,69
6.5,51,Yes,7,1,38
8.5,53,No,5,2,50
5.5,85,No,9,5,74
3.5,54,No,5,1,33
3.5,42,Yes,8,10,24
6.5,54,No,7,4,44
2.5,90,Yes,9,10,71
6.5,63,No,6,10,54
6.5,91,No,9,1,82
8.5,85,Yes,8,10,85
7.5,47,Yes,5,8,39
8.5,44,No,8,5,41
9.5,90,Yes,4,10,89
6.5,43,Yes,7,4,33
3.5,53,No,6,3,32
3.5,55,Yes,5,9,36
1.5,59,Yes,8,6,35
5.5,63,No,6,1,50
4.5,45,No,7,8,29
9.5,94,Yes,6,10,92
9.5,96,No,7,2,91
5.5,70,Yes,7,9,56
4.5,45,Yes,7,7,28
7.5,74,Yes,8,3,68
6.5,54,No,7,4,42
4.5,68,Yes,6,3,54
2.5,42,Yes,4,6,16
1.5,50,Yes,6,9,27
4.5,42,No,8,10,23
4.5,67,No,7,9,49
1.5,49,No,4,1,20
6.5,89,Yes,8,10,79
4.5,72,Yes,5,6,54
1.5,87,No,5,1,62
1.5,55,Yes,5,4,31
1.5,98,Yes,4,7,71
8.5,49,Yes,6,4,43
8.5,72,Yes,4,9,68
2.5,75,No,4,10,52
7.5,42,No,4,5,36
8.5,44,No,5,9,39
8.5,51,Yes,9,1,45
7.5,96,Yes,6,4,87
5.5,83,No,9,7,69
1.5,52,No,9,2,26
9.5,63,No,4,9,60
7.5,83,Yes,6,3,75
2.5,96,No,9,4,74
6.5,71,Yes,7,4,62
2.5,55,No,4,8,33
1.5,71,Yes,4,2,42
7.5,84,Yes,4,5,73
2.5,76,No,7,2,52
2.5,95,Yes,7,6,73
5.5,75,Yes,5,9,61
5.5,60,No,8,9,47
7.5,86,No,6,1,78
1.5,51,No,8,4,24
8.5,90,Yes,4,4,83
3.5,60,Yes,9,1,38
4.5,99,No,4,10,81
9.5,90,No,9,2,88
4.5,60,Yes,5,6,42
5.5,82,No,8,10,68
7.5,92,No,4,3,82
4.5,45,Yes,8,9,31
1.5,48,Yes,5,3,20
9.5,40,No,8,3,40
4.5,51,Yes,9,9,35
9.5,97,Yes,6,3,94
6.5,53,No,5,6,44
1.5,45,No,8,6,22
3.5,40,No,4,1,18
2.5,61,Yes,7,7,41
9.5,73,No,7,9,69
1.5,95,Yes,5,9,75
9.5,50,No,7,9,46
9.5,42,Yes,6,2,39
8.5,81,Yes,5,1,77
8.5,45,No,4,6,39
1.5,45,Yes,4,6,19
8.5,59,No,5,4,55
3.5,60,No,7,8,43
7.5,41,Yes,7,5,32
1.5,65,Yes,4,7,43
1.5,70,Yes,6,9,45
5.5,65,No,9,1,55
5.5,95,No,7,9,84
8.5,71,No,6,4,65
7.5,49,No,7,7,39
8.5,62,No,9,4,58
6.5,97,No,5,4,84
6.5,45,Yes,8,4,35
2.5,62,No,4,6,40
6.5,67,No,5,5,57
5.5,88,No,7,2,77
3.5,69,No,9,9,50
6.5,53,Yes,4,6,42
8.5,76,Yes,8,10,70
9.5,94,Yes,8,6,94
1.5,71,No,9,9,45
3.5,88,No,9,1,74
3.5,73,No,7,7,57
8.5,80,Yes,4,3,71
1.5,83,No,7,4,57
5.5,90,No,8,1,78
3.5,61,Yes,5,3,41
2.5,70,Yes,5,7,48
8.5,46,No,6,6,41
3.5,80,Yes,8,1,63
7.5,60,No,8,9,58
1.5,55,No,7,4,27
6.5,59,Yes,6,7,48
3.5,82,No,9,4,60
8.5,83,Yes,6,7,79
6.5,86,Yes,4,5,78
2.5,89,No,7,1,68
6.5,58,Yes,9,4,50
7.5,87,No,9,3,81
5.5,71,No,5,6,55
3.5,54,Yes,4,6,31
4.5,44,Yes,6,1,30
4.5,50,Yes,5,2,32
6.5,54,No,8,2,43
1.5,68,No,7,10,40
4.5,89,No,6,4,71
4.5,84,No,8,9,70
1.5,43,No,9,2,19
9.5,88,No,6,8,90
4.5,75,No,5,1,57
7.5,87,Yes,4,8,79
3.5,62,No,5,3,45
3.5,54,No,7,5,37
8.5,85,Yes,7,1,77
8.5,83,No,6,1,80
1.5,42,No,5,6,13
2.5,71,Yes,4,3,49
8.5,49,No,9,8,47
1.5,79,Yes,7,4,55
8.5,77,No,4,6,70
8.5,61,No,8,10,57
2.5,53,Yes,6,9,27
4.5,56,Yes,4,8,40
6.5,60,No,6,4,49
9.5,90,No,8,10,93
8.5,87,Yes,4,8,82
8.5,54,No,4,7,47
7.5,97,Yes,9,5,90
9.5,54,Yes,8,7,52
2.5,40,Yes,5,7,17
3.5,63,No,4,10,41
8.5,94,No,9,2,91
6.5,94,No,4,7,84
9.5,51,Yes,9,3,47
4.5,49,No,7,8,33
8.5,85,Yes,5,8,83
3.5,81,Yes,4,9,64
3.5,81,No,8,4,60
8.5,91,No,6,10,90
5.5,70,Yes,8,3,56
3.5,50,No,5,9,30
1.5,93,Yes,7,9,69
3.5,55,No,7,2,33
9.5,48,Yes,7,6,45
5.5,86,No,9,3,76
2.5,53,Yes,8,5,34
7.5,58,No,6,2,50
2.5,70,Yes,6,4,48
4.5,48,Yes,9,3,36
7.5,75,Yes,4,2,68
4.5,92,Yes,9,6,78
7.5,78,Yes,6,3,66
7.5,93,Yes,6,4,87
1.5,65,No,4,6,41
6.5,47,Yes,8,5,38
9.5,63,Yes,8,4,58
2.5,47,No,5,4,24
3.5,58,No,8,2,43
5.5,86,Yes,7,10,74
9.5,87,No,7,4,89
4.5,69,No,5,8,54
1.5,97,Yes,6,5,73
4.5,61,Yes,5,10,48
6.5,94,No,4,10,82
5.5,48,No,5,8,31
1.5,97,No,5,6,69
4.5,97,No,9,10,84
6.5,83,No,7,5,74
4.5,87,No,4,4,68
9.5,43,Yes,9,10,46
5.5,76,No,4,9,62
8.5,47,Yes,5,10,44
9.5,40,Yes,9,5,38
5.5,67,No,9,10,55
6.5,45,Yes,4,6,30
1.5,86,No,4,7,60
7.5,75,Yes,8,1,68
4.5,92,No,4,9,74
2.5,50,Yes,9,8,30
5.5,44,No,6,5,30
3.5,89,Yes,4,3,68
6.5,63,No,7,5,52
8.5,86,Yes,8,5,81
7.5,57,Yes,7,9,49
3.5,59,Yes,7,7,43
8.5,67,No,6,2,58
2.5,52,No,8,5,32
9.5,44,No,5,9,39
4.5,69,No,9,2,56
1.5,40,No,9,8,17
8.5,61,Yes,4,3,54
7.5,57,No,9,4,52
5.5,85,No,6,2,73
5.5,44,Yes,9,9,34
7.5,70,No,6,6,63
5.5,45,No,5,9,31
8.5,66,No,6,8,64
6.5,95,No,5,9,85
5.5,64,No,5,5,50
9.5,68,No,5,6,67
2.5,67,Yes,6,7,45
1.5,55,No,5,5,31
8.5,93,No,6,1,89
3.5,92,No,8,9,80
7.5,51,Yes,5,2,42
8.5,59,Yes,6,7,56
6.5,57,Yes,6,8,48
9.5,73,Yes,6,8,73
7.5,94,No,4,1,84
5.5,92,Yes,4,10,80
8.5,62,No,5,7,57
2.5,84,No,9,9,66
7.5,66,No,8,3,54
4.5,88,Yes,9,8,74
9.5,56,No,5,8,58
1.5,87,Yes,7,9,67
7.5,60,No,7,8,53
6.5,89,Yes,8,5,81
8.5,79,Yes,8,5,76
5.5,70,No,8,3,58
1.5,42,No,4,6,14
1.5,56,No,4,10,29
9.5,89,Yes,7,3,86
6.5,97,Yes,8,2,87
5.5,65,Yes,6,7,55
1.5,62,No,9,10,37
6.5,45,Yes,7,3,38
6.5,67,No,8,4,58
3.5,47,Yes,6,10,26
8.5,94,Yes,8,8,90
1.5,97,Yes,5,1,72
1.5,84,No,6,9,57
6.5,47,No,9,6,37
1.5,58,No,5,2,29
6.5,77,Yes,4,3,67
1.5,68,Yes,7,5,42
6.5,62,Yes,8,6,50
3.5,86,Yes,7,9,72
8.5,71,No,9,2,66
6.5,49,Yes,8,5,38
1.5,66,Yes,5,7,42
5.5,88,No,6,7,75
8.5,40,No,6,4,32
3.5,78,No,8,3,58
6.5,68,Yes,5,8,59
5.5,98,No,8,2,83
6.5,84,Yes,8,5,75
1.5,42,No,8,10,22
7.5,90,Yes,6,5,82
9.5,86,Yes,9,1,88
2.5,76,Yes,8,7,54
5.5,70,Yes,6,4,57
4.5,50,Yes,4,10,36
6.5,61,Yes,5,2,48
6.5,57,No,4,8,49
